,acidification - accumulated exceedance (AE)[mol H+-Eq],climate change - global warming potential (GWP100)[kg CO2-Eq],climate change: biogenic - global warming potential (GWP100)[kg CO2-Eq],climate change: fossil - global warming potential (GWP100)[kg CO2-Eq],climate change: land use and land use change - global warming potential (GWP100)[kg CO2-Eq],ecotoxicity: freshwater - comparative toxic unit for ecosystems (CTUe)[CTUe],"ecotoxicity: freshwater, inorganics - comparative toxic unit for ecosystems (CTUe)[CTUe]","ecotoxicity: freshwater, organics - comparative toxic unit for ecosystems (CTUe)[CTUe]","energy resources: non-renewable - abiotic depletion potential (ADP): fossil fuels[MJ, net calorific value]",eutrophication: freshwater - fraction of nutrients reaching freshwater end compartment (P)[kg P-Eq],eutrophication: marine - fraction of nutrients reaching marine end compartment (N)[kg N-Eq],eutrophication: terrestrial - accumulated exceedance (AE)[mol N-Eq],human toxicity: carcinogenic - comparative toxic unit for human (CTUh)[CTUh],"human toxicity: carcinogenic, inorganics - comparative toxic unit for human (CTUh)[CTUh]","human toxicity: carcinogenic, organics - comparative toxic unit for human (CTUh)[CTUh]",human toxicity: non-carcinogenic - comparative toxic unit for human (CTUh)[CTUh],"human toxicity: non-carcinogenic, inorganics - comparative toxic unit for human (CTUh)[CTUh]","human toxicity: non-carcinogenic, organics - comparative toxic unit for human (CTUh)[CTUh]",ionising radiation: human health - human exposure efficiency relative to u235[kBq U235-Eq],land use - soil quality index[dimensionless],material resources: metals/minerals - abiotic depletion potential (ADP): elements (ultimate reserves)[kg Sb-Eq],ozone depletion - ozone depletion potential (ODP)[kg CFC-11-Eq],particulate matter formation - impact on human health[disease incidence],photochemical oxidant formation: human health - tropospheric ozone concentration increase[kg NMVOC-Eq],water use - user deprivation potential (deprivation-weighted water consumption)[m3 world eq. deprived],dist_rotor_m,dist_nacelle_m,dist_tower_m,dist_to_grid_m,sea_depth_m,turbine_age,park_size,P_rated_kW,Hub_height_m,Diameter_m,Lifetime_production_kWh,Capacity_factors,Tower_mass_kg,Nacelle_mass_kg,Blade_mass_kg,Foundation_mass_kg
72670,0.0001464680694988,0.0290902017417214,4.272367480815542e-05,0.0289921045567066,5.537351020670748e-05,0.1561650686918544,0.1451234462444606,0.0110416224473939,0.3401170350057807,1.3351256213570344e-05,3.693059285207721e-05,0.0003422476153189,2.1829164420623758e-10,1.4862957161798702e-10,6.966207258825065e-11,7.101320787878648e-10,6.886214298020913e-10,2.1510648985773597e-11,0.001470457479056,0.6720146269205949,3.3718786411700505e-07,4.552043547064741e-10,2.466781040711094e-09,0.0001457116791196,0.0132797515178682,244743.031416152,322418.6523298608,270439.1686969548,6844.408916960649,39.0,11,178,5000,90,116,297840000.0,0.34,377339.84348328,216273.41074999998,99839.00528000001,2222682.7067669146
72671,0.0001462172051562,0.0290855323407959,4.2705895178538926e-05,0.0289874605879923,5.5365857625124186e-05,0.1558840862561449,0.1448441776199266,0.0110399086362183,0.3400178689622256,1.333182154408383e-05,3.691677615193929e-05,0.0003420617046258,2.1828849286574058e-10,1.4858629572940178e-10,6.970219713633889e-11,7.06923122052518e-10,6.855676232880183e-10,2.135549876449967e-11,0.0014700311478322,0.6719247084859975,3.340757253809993e-07,4.548369980657424e-10,2.4678815172745488e-09,0.0001456555405112,0.013276369119103,242560.9301011389,319133.91401307005,267799.4340873662,4390.267937502759,39.0,11,178,5000,90,116,297840000.0,0.34,377339.84348328,216273.41074999998,99839.00528000001,2222682.7067669146
72672,0.0001463476765044,0.0290880007841205,4.271514749280693e-05,0.0289899157817389,5.536985488875005e-05,0.1560304087583985,0.1449895976800071,0.0110408110783914,0.3400700428818385,1.3341924331851463e-05,3.692398470284102e-05,0.0003421586073688,2.1829015002694675e-10,1.4860879506403303e-10,6.968135496291373e-11,7.085911912452061e-10,6.871550417493155e-10,2.1436149495890508e-11,0.0014702535023338,0.6719720813900999,3.356931439826775e-07,4.550288535603602e-10,2.4673137707468158e-09,0.0001456848834411,0.0132781301513456,243736.08634198213,321190.14967871935,269289.9744578284,5665.62209943519,39.0,11,178,5000,90,116,297840000.0,0.34,377339.84348328,216273.41074999998,99839.00528000001,2222682.7067669146
72673,0.0001461315134117,0.0290838551228974,4.269981088411159e-05,0.0289857921039122,5.536320810105624e-05,0.155787721485329,0.1447484211302314,0.0110393003550977,0.3399827625825597,1.332519309252786e-05,3.691200992160855e-05,0.0003419977618431,2.18287378976755e-10,1.4857152955870923e-10,6.971584941804583e-11,7.058287744850184e-10,6.845261886407385e-10,2.130258584427999e-11,0.0014698842326114,0.671892743367127,3.330150602966189e-07,4.5470987184402936e-10,2.4682479628970442e-09,0.0001456360639585,0.013275209849789,241438.0594137482,317703.103286755,266500.1706833489,3554.053227138668,39.0,11,178,5000,90,116,297840000.0,0.34,377339.84348328,216273.41074999998,99839.00528000001,2222682.7067669146
72674,0.0001463247634609,0.0290876007498735,4.271352711182749e-05,0.0289895180554074,5.536916735429116e-05,0.1560048687406031,0.1449642068382857,0.0110406619023174,0.3400613820029443,1.3340145970679952e-05,3.692273774089735e-05,0.0003421417679731,2.1828987423920548e-10,1.4860483716702692e-10,6.968503707217869e-11,7.08297521744815e-10,6.868755702073639e-10,2.1421951537451123e-11,0.0014702149766776,0.6719642708147138,3.354081209679037e-07,4.5499582893364483e-10,2.467417328506851e-09,0.0001456798525903,0.0132778224665817,243406.2680856717,321337.94725874515,269043.7268440193,5440.798748528845,39.0,11,178,5000,90,116,297840000.0,0.34,377339.84348328,216273.41074999998,99839.00528000001,2222682.7067669146
72675,0.0001462337105598,0.0290859345817022,4.270707771280175e-05,0.028987861101829,5.536640216041205e-05,0.1559030183446988,0.1448629705207778,0.0110400478239209,0.3400258181491846,1.333308848983012e-05,3.691773911337025e-05,0.0003420744430222,2.1828874347150684e-10,1.4858912422913282e-10,6.969961924237409e-11,7.071321871557051e-10,6.857665777555157e-10,2.1365609400189403e-11,0.0014700606847498,0.6719320695675488,3.342777144779539e-07,4.548630661264302e-10,2.4678200478539687e-09,0.0001456595812814,0.013276596156191,242651.6428031559,320384.150196425,268173.8683506632,4549.325743280668,39.0,11,178,5000,90,116,297840000.0,0.34,377339.84348328,216273.41074999998,99839.00528000001,2222682.7067669146
72676,0.0001460644821851,0.0290826446172783,4.269506512985595e-05,0.0289845883727745,5.536117937392561e-05,0.1557128167484323,0.1446739639890643,0.0110388527593681,0.33995682249142,1.3319995535398632e-05,3.6908339166143406e-05,0.0003419482844215,2.1828655385666916e-10,1.485599588411582e-10,6.9726595015511e-11,7.049705299328411e-10,6.837094384672585e-10,2.1261091465582436e-11,0.0014697708979451,0.6718692821995644,3.321824095197522e-07,4.5461245612175775e-10,2.4685462883566324e-09,0.0001456211994441,0.0132743078271843,240730.41167397329,317375.1217229076,265817.58811735746,2897.3613999481786,39.0,11,178,5000,90,116,297840000.0,0.34,377339.84348328,216273.41074999998,99839.00528000001,2222682.7067669146
72677,0.0001455140897818,0.0289437160509879,4.25591944960467e-05,0.028845895775086,5.526108140579806e-05,0.1550769678754976,0.1440837185616021,0.0109932493138954,0.3384598952591965,1.3259814818821578e-05,3.6754148591749e-05,0.0003405376698345,2.1723198326612972e-10,1.4795423345619354e-10,6.927774980993624e-11,7.031392040079652e-10,6.819047112063738e-10,2.1234492801591207e-11,0.0014643032454775,0.6714281076365134,3.323148650391661e-07,4.5231713762400147e-10,2.456493528914545e-09,0.0001449791087043,0.0132167756613654,241897.7787997972,319430.8341674372,267304.1019131565,3710.8973556925343,38.0,11,178,5000,90,116,297840000.0,0.34,377339.84348328,216273.41074999998,99839.00528000001,2204854.135338343
72678,0.0001460725435547,0.0290829404024038,4.269565600501442e-05,0.0289848832581695,5.5361488229224e-05,0.1557225285898948,0.1446835802235836,0.0110389483663112,0.3399621941356298,1.3320602048049714e-05,3.6908865830228565e-05,0.0003419550354717,2.1828672148108578e-10,1.4856132065076048e-10,6.972540083032538e-11,7.05070479944766e-10,6.838045521152334e-10,2.1265927829532632e-11,0.0014697868782044,0.6718743878628792,3.322781656157556e-07,4.5462717212757535e-10,2.4685276972225195e-09,0.0001456235358989,0.0132744234126536,241146.0439619663,318477.1266002135,266435.38071646605,2972.5269820382828,39.0,11,178,5000,90,116,297840000.0,0.34,377339.84348328,216273.41074999998,99839.00528000001,2222682.7067669146
72679,0.0001457557096276,0.0289481438203403,4.2576309610413086e-05,0.0288502990887885,5.526842194142752e-05,0.1553472701125816,0.144352389490001,0.0109948806225806,0.338554364054815,1.3278541904992002e-05,3.676741667791939e-05,0.0003407163587773,2.1723498680463359e-10,1.4799592836593135e-10,6.923905843870229e-11,7.062314208491986e-10,6.848474239438285e-10,2.1383996905370003e-11,0.0014647127777076,0.6715136547179427,3.353143484767501e-07,4.5266956740473944e-10,2.455425600134823e-09,0.0001450329244172,0.0132200301261155,243501.01205268272,322576.91832819657,269417.9146071715,6076.366286318545,38.0,11,178,5000,90,116,297840000.0,0.34,377339.84348328,216273.41074999998,99839.00528000001,2204854.135338343
72680,0.0001456575137395,0.0289463642144101,4.256935657944356e-05,0.0288485294105497,5.526544728096844e-05,0.1552375105789898,0.1442432874047851,0.0109942231742047,0.3385162692027457,1.3270928639389658e-05,3.676203571173345e-05,0.00034064384434,2.1723377519361152e-10,1.4797897935048064e-10,6.925479584313096e-11,7.049742917955272e-10,6.836510746904785e-10,2.1323217105048936e-11,0.0014645466520132,0.6714791899605002,3.3409475927547417e-07,4.5252673452576745e-10,2.4558618999398867e-09,0.0001450111259522,0.0132187084302184,242749.6873029404,321636.1956530297,268554.57823385583,5114.520239013844,38.0,11,178,5000,90,116,297840000.0,0.34,377339.84348328,216273.41074999998,99839.00528000001,2204854.135338343
72681,0.000146193243772,0.0290852214004615,4.270421505811243e-05,0.0289871520003844,5.536518501897606e-05,0.155857880762449,0.1448180982566545,0.0110397825057945,0.3400104220004807,1.3329948546786848e-05,3.691553306131095e-05,0.0003420446673108,2.182882533605906e-10,1.485821354981924e-10,6.970611786239825e-11,7.066136818564593e-10,6.852731406661365e-10,2.134054119032265e-11,0.0014699925399668,0.6719181737128104,3.337745293858556e-07,4.548046078116893e-10,2.4680021727662468e-09,0.0001456506718768,0.0132760524373165,241992.75964074247,320682.8287105029,267682.8062365835,4152.434054664972,39.0,11,178,5000,90,116,297840000.0,0.34,377339.84348328,216273.41074999998,99839.00528000001,2222682.7067669146
72682,0.0001466046576315,0.0292217095531992,4.283025542912004e-05,0.0291234181910607,5.546110670939125e-05,0.1563387515917734,0.1452542743626472,0.0110844772291262,0.3414546067456726,1.3379344385974231e-05,3.706215226609636e-05,0.0003433530682129,2.1934114478547412e-10,1.49163857121876e-10,7.017728766359819e-11,7.066640667515777e-10,6.85383029934001e-10,2.1281036817576674e-11,0.0014752262966497,0.6723117602864281,3.31913682020134e-07,4.5689933622682665e-10,2.480681446546364e-09,0.0001462621968994,0.0133317176852203,240063.80734720983,317674.343682015,265319.80945373606,1975.592682634887,40.0,11,178,5000,90,116,297840000.0,0.34,377339.84348328,216273.41074999998,99839.00528000001,2240511.278195486
72683,0.0001457379183806,0.028947808792831,4.257504816334379e-05,0.0288499658671192,5.5267877548491154e-05,0.1553273247478091,0.1443325667460178,0.0109947580017912,0.3385472731289733,1.327716408104388e-05,3.676643460246933e-05,0.0003407031533742,2.172347615480224e-10,1.4799286001549663e-10,6.924190153252584e-11,7.06003926524424e-10,6.846309288714082e-10,2.1372997653016e-11,0.0014646824817598,0.6715072188015125,3.350937492498645e-07,4.5264343715008974e-10,2.4555031998028207e-09,0.0001450289289223,0.0132197900638091,243111.928658282,322627.66990321875,269098.31573766866,5902.417399248068,38.0,11,178,5000,90,116,297840000.0,0.34,377339.84348328,216273.41074999998,99839.00528000001,2204854.135338343
72684,0.0001454631801194,0.0289428340954619,4.255559515066895e-05,0.0288450189435479,5.5259556763357214e-05,0.1550202535956149,0.1440273338209315,0.0109929197746833,0.3384407549078178,1.3255862694060453e-05,3.675138190709936e-05,0.0003405002915939,2.1723137362965075e-10,1.4794543818959655e-10,6.928593544005426e-11,7.02486561126784e-10,6.81283621288854e-10,2.1202939837929924e-11,0.001464217754151,0.6714108580129596,3.316813824609021e-07,4.522438985575152e-10,2.4567244103322993e-09,0.0001449679559254,0.013216092352528,241236.58976775772,319729.9517644524,266811.1219922886,3211.196324935736,38.0,11,178,5000,90,116,297840000.0,0.34,377339.84348328,216273.41074999998,99839.00528000001,2204854.135338343
72685,0.0001460059658634,0.0290818055991519,4.2690951411497375e-05,0.0289837551453531,5.535950238725972e-05,0.1556484468937815,0.1446099243172094,0.0110385225765721,0.3399374417514753,1.3315431315439431e-05,3.690525820917688e-05,0.0003419062527237,2.1828593268390927e-10,1.4854981486371318e-10,6.973611782019614e-11,7.042165748215154e-10,6.829919297773953e-10,2.1224645044120203e-11,0.001469675366737,0.6718521120762906,3.314491795290058e-07,4.5453176413895057e-10,2.4688317737683183e-09,0.0001456090186256,0.0132735306868683,240483.33854119407,318777.97486276826,265941.4610328,2318.5658633260527,39.0,11,178,5000,90,116,297840000.0,0.34,377339.84348328,216273.41074999998,99839.00528000001,2222682.7067669146
72686,0.00014572402309,0.0289475368771619,4.257406157547595e-05,0.0288496953676472,5.526744793928438e-05,0.1553116990254928,0.1443170396445291,0.0109946593809638,0.3385415812638874,1.3276089242186105e-05,3.676566176721061e-05,0.0003406927850528,2.1723458094998086e-10,1.4799046560604132e-10,6.924411534393963e-11,7.058264721454216e-10,6.844620546073056e-10,2.1364417538115835e-11,0.0014646586596372,0.6715020363168244,3.349217562422701e-07,4.5262282412757127e-10,2.455562626606981e-09,0.0001450257709062,0.0132196020857127,242723.64503320045,322679.8232300257,268779.7542973781,5766.820199616342,38.0,11,178,5000,90,116,297840000.0,0.34,377339.84348328,216273.41074999998,99839.00528000001,2204854.135338343
72687,0.0001459366226605,0.0290805581283075,4.268604261294727e-05,0.0289825146799401,5.535740575448573e-05,0.1555709810349484,0.1445329201608839,0.0110380608740645,0.3399106787208585,1.3310053897756991e-05,3.690146356075438e-05,0.000341855094291,2.1828508128394448e-10,1.4853784411317762e-10,6.974723717076697e-11,7.033286244893e-10,6.821469099109742e-10,2.1181714578325825e-11,0.001469558197934,0.6718279144940877,3.305876701682794e-07,4.54431084059873e-10,2.469140939615588e-09,0.0001455936589066,0.0132725977789948,239775.79245576545,318452.92475044506,265259.9501149005,1639.1026474993891,39.0,11,178,5000,90,116,297840000.0,0.34,377339.84348328,216273.41074999998,99839.00528000001,2222682.7067669146
72688,0.0001461755335036,0.0290848760208417,4.2702957760376994e-05,0.0289868084251072,5.5364637974160615e-05,0.1558379705477484,0.1447983134080522,0.0110396571396962,0.3400031852797162,1.3328578461749826e-05,3.691454871832018e-05,0.0003420314586968,2.182880237213172e-10,1.4857908346352168e-10,6.970894025779559e-11,7.063874811589793e-10,6.85057876990135e-10,2.1329604168844423e-11,0.001469962196072,0.6719115864786351,3.335552806410996e-07,4.5477835923683943e-10,2.468078052375636e-09,0.000145646651173,0.013275812905825,241336.26137723456,320984.33445315313,267194.60294297547,3979.57818081229,39.0,11,178,5000,90,116,297840000.0,0.34,377339.84348328,216273.41074999998,99839.00528000001,2222682.7067669146
72689,0.0001458926054883,0.0290797495611046,4.268292440187912e-05,0.0289817105690493,5.5356067653512665e-05,0.1555217295662788,0.1444839664151183,0.0110377631511604,0.339893439798202,1.3306642524220011e-05,3.689904534417337e-05,0.0003418225312503,2.1828453323143192e-10,1.4853024871296027e-10,6.975428451847167e-11,7.027653410049818e-10,6.81610860400131e-10,2.1154480604850908e-11,0.0014694835609626,0.6718123004730826,3.300412948112583e-07,4.5436684136087526e-10,2.4693352669725714e-09,0.0001455838479352,0.0132720048042172,239399.96268875527,317977.06253678014,264825.38421682385,1208.221724119461,39.0,11,178,5000,90,116,297840000.0,0.34,377339.84348328,216273.41074999998,99839.00528000001,2222682.7067669146
72690,0.0001454399490939,0.0289423994794792,4.255394839056427e-05,0.0288445866839395,5.525884714920831e-05,0.1549942231592243,0.1440014627051823,0.010992760454042,0.3384315385915857,1.3254063240389842e-05,3.6750101171992725e-05,0.0003404830637447,2.1723108079635137e-10,1.479414311094453e-10,6.928964968690617e-11,7.02189447164004e-10,6.810008725822136e-10,2.1188574581790347e-11,0.0014641782396045,0.6714024975885811,3.313932506528053e-07,4.5220983571833695e-10,2.456826064333477e-09,0.0001449627491907,0.0132157790244927,240578.18218042268,320032.5480989741,266321.4993445956,2983.9892963209154,38.0,11,178,5000,90,116,297840000.0,0.34,377339.84348328,216273.41074999998,99839.00528000001,2204854.135338343
72691,0.0001456946521404,0.0289469733159063,4.257197769203566e-05,0.028849134793519,5.526654469532379e-05,0.1552787228472572,0.1442842688104404,0.0109944540368167,0.3385297180365851,1.3273815935149393e-05,3.676403455028449e-05,0.0003406709288653,2.1723420431166902e-10,1.4798540224594043e-10,6.92488020657287e-11,7.05451137406151e-10,6.841048674188174e-10,2.134626998733375e-11,0.0014646084811928,0.6714912521800362,3.345578822097733e-07,4.5257947733271203e-10,2.4556895275709486e-09,0.000145019136607,0.0132192052796422,242149.19035706847,322563.89878609305,268262.70926761045,5479.919775830621,38.0,11,178,5000,90,116,297840000.0,0.34,377339.84348328,216273.41074999998,99839.00528000001,2204854.135338343
72692,0.000145871702816,0.0290793822681612,4.268144587573805e-05,0.0289813453828609,5.5355439424595806e-05,0.1554984193661547,0.1444607929581532,0.0110376264080014,0.3398855034740215,1.3305020486265328e-05,3.689790645235033e-05,0.000341807156762,2.1828428056770159e-10,1.485266385449357e-10,6.975764202276602e-11,7.024974890620763e-10,6.813559582837891e-10,2.114153077828713e-11,0.0014694483786291,0.671805139343054,3.297813482322505e-07,4.5433666719670626e-10,2.4694294673658232e-09,0.0001455792498739,0.0132717240039402,239068.69502868404,318129.8734574867,264579.1385338432,1003.1839822434818,39.0,11,178,5000,90,116,297840000.0,0.34,377339.84348328,216273.41074999998,99839.00528000001,2222682.7067669146
72693,0.0001458227717219,0.0290784944191544,4.267798103109337e-05,0.0289804624814366,5.535395668669221e-05,0.1554437210863269,0.144406422582976,0.0110372985033509,0.3398665047366984,1.330122692177399e-05,3.689522450543699e-05,0.000341771017053,2.1828367633376422e-10,1.4851819304786778e-10,6.976548328589649e-11,7.018710838460151e-10,6.807598385976973e-10,2.111124524831761e-11,0.0014693655813146,0.6717879492560217,3.291736571048119e-07,4.5426547208067885e-10,2.4696467528033104e-09,0.0001455683837714,0.0132710653511454,238692.7996515385,317654.3818159874,264144.41702028166,523.9224207925395,39.0,11,178,5000,90,116,297840000.0,0.34,377339.84348328,216273.41074999998,99839.00528000001,2222682.7067669146
72694,0.0001454409692827,0.0289423863375161,4.255401638734238e-05,0.0288445734567364,5.525886439241405e-05,0.1549952153244059,0.1440024568376083,0.0109927584867976,0.3384314601356769,1.3254146245619404e-05,3.67501391331562e-05,0.0003404836484959,2.1723107898175384e-10,1.4794161345643803e-10,6.928946552531591e-11,7.022031954300301e-10,6.81013956984792e-10,2.1189238445237945e-11,0.0014641794706042,0.6714023746499653,3.3140684390189285e-07,4.5221068779935955e-10,2.4568178912634726e-09,0.000144962860093,0.013215791259697,240250.3132750968,320184.8443212832,266078.12325292267,2994.784563664874,38.0,11,178,5000,90,116,297840000.0,0.34,377339.84348328,216273.41074999998,99839.00528000001,2204854.135338343
72695,0.0001462836023749,0.0290867583383687,4.271059965739477e-05,0.0289886798599114,5.536787879985092e-05,0.1559584087104791,0.1449180492186919,0.0110403594917872,0.3400439676290107,1.3336966611569826e-05,3.692042747115307e-05,0.0003421108576954,2.1828932244868359e-10,1.4859775167613778e-10,6.969157077254582e-11,7.077726633741273e-10,6.863760902998222e-10,2.1396573074305228e-11,0.0014701438320913,0.6719483574408603,3.348997148463519e-07,4.5493403057089867e-10,2.4675891140224872e-09,0.0001456703628663,0.0132772638845029,241442.90389202815,322239.85610449093,267583.8688343306,5040.065126451657,39.0,11,178,5000,90,116,297840000.0,0.34,377339.84348328,216273.41074999998,99839.00528000001,2222682.7067669146
72696,0.0001459739757882,0.0290811996944974,4.26886827604541e-05,0.0289831524897225,5.535852201447092e-05,0.1556125671561419,0.1445742660345708,0.0110383011215711,0.3399246392500192,1.3312954310865912e-05,3.690349037485754e-05,0.0003418824897092,2.18285526061629e-10,1.4854429841814106e-10,6.974122764348803e-11,7.038075980051437e-10,6.826027269063884e-10,2.120487109875505e-11,0.0014696208374738,0.6718404865851384,3.310526266384547e-07,4.544847099783371e-10,2.4689709015027567e-09,0.0001456018216258,0.0132730988702725,239493.7828518725,319233.86412318255,265205.8240403711,2005.8806932785956,39.0,11,178,5000,90,116,297840000.0,0.34,377339.84348328,216273.41074999998,99839.00528000001,2222682.7067669146
72697,0.0001461834970484,0.029084945409735,4.270351159525339e-05,0.0289868770512895,5.536484685027277e-05,0.1558465208866321,0.1448068312708398,0.0110396896157923,0.3400051512370995,1.3329205146100674e-05,3.691494259831924e-05,0.0003420369400354,2.1828808786141567e-10,1.4858047283009635e-10,6.970761503131945e-11,7.064910613313884e-10,6.851564512458996e-10,2.1334610085488807e-11,0.0014699744961112,0.6719132420058227,3.336563731007604e-07,4.5478844588937807e-10,2.468034045310209e-09,0.0001456481452102,0.0132759165486197,240681.2993562889,321288.783980215,266708.5636247387,4059.4832732305504,39.0,11,178,5000,90,116,297840000.0,0.34,377339.84348328,216273.41074999998,99839.00528000001,2222682.7067669146
72698,0.0001463418867608,0.0290877651528992,4.2714720011595936e-05,0.0289896808098398,5.536962304788543e-05,0.156023324980323,0.1449825890192496,0.0110407359610734,0.3400658371506266,1.3341491595608948e-05,3.692359328980294e-05,0.0003421536350502,2.1829001907595878e-10,1.4860782159021283e-10,6.968219748574604e-11,7.085199105017316e-10,6.870872107615264e-10,2.143269974020512e-11,0.0014702416622272,0.6719680617250823,3.356250476750396e-07,4.5501782104222907e-10,2.46732445358199e-09,0.0001456831206294,0.01327804603959,241487.7504943445,322849.9655586704,267766.9274687837,5612.22592275148,39.0,11,178,5000,90,116,297840000.0,0.34,377339.84348328,216273.41074999998,99839.00528000001,2222682.7067669146
72699,0.000145865795178,0.0290791288151642,4.2681007943896e-05,0.0289810926099825,5.535519723784847e-05,0.1554911303393968,0.1444535842006631,0.0110375461387337,0.3398810168410927,1.3304580547682642e-05,3.68974996810765e-05,0.0003418020137642,2.182841410201508e-10,1.4852564782537664e-10,6.975849319477418e-11,7.024250399454571e-10,6.812870158275625e-10,2.1138024117894632e-11,0.0014694360936424,0.67180083977826,3.297122451526016e-07,4.5432514986687177e-10,2.4694388689100967e-09,0.0001455774035823,0.0132716375633519,238031.16999407267,317961.274324268,263653.0981172361,949.030873738052,39.0,11,178,5000,90,116,297840000.0,0.34,377339.84348328,216273.41074999998,99839.00528000001,2222682.7067669146
72700,0.0001461017821383,0.0290834002034178,4.269771692717267e-05,0.0289853401428056,5.536234368500334e-05,0.1557548820279418,0.1447157573959755,0.0110391246319663,0.3399724863197843,1.3322877617554728e-05,3.691042829384284e-05,0.000341976253552,2.1828705033350828e-10,1.4856638121837918e-10,6.972066911512917e-11,7.054463233474802e-10,6.841622260631049e-10,2.1284097284375472e-11,0.0014698352466951,0.6718835841601577,3.326433519635922e-07,4.546683015991207e-10,2.468389719296928e-09,0.0001456297704724,0.0132748136421309,239595.5146462393,320491.67460556503,265592.82354979834,3260.701956158897,39.0,11,178,5000,90,116,297840000.0,0.34,377339.84348328,216273.41074999998,99839.00528000001,2222682.7067669146
72701,0.0001463460745751,0.0290877855492398,4.271500910095712e-05,0.0289897008141994,5.536972593940788e-05,0.1560277459906873,0.1449869974274684,0.0110407485632189,0.340066629709244,1.3341823140698298e-05,3.6923791291303103e-05,0.0003421564317446,2.1829004547773234e-10,1.4860855540486295e-10,6.968149007286949e-11,7.08574730346953e-10,6.871393816436826e-10,2.1435348703270213e-11,0.0014702478786707,0.6719686875930757,3.356786788625484e-07,4.5502280386089804e-10,2.4672994593521063e-09,0.0001456838475033,0.0132780997812404,241101.59747227127,322904.51537166047,267450.8531066242,5654.654084247537,39.0,11,178,5000,90,116,297840000.0,0.34,377339.84348328,216273.41074999998,99839.00528000001,2222682.7067669146
72702,0.0001460121521593,0.0290817565548399,4.269136784394719e-05,0.0289837055668116,5.53596201843969e-05,0.1556546068109113,0.1446160876394515,0.0110385191714598,0.3399374254878541,1.3315930861680305e-05,3.690550578611503e-05,0.0003419099619602,2.1828593563480398e-10,1.4855091452928412e-10,6.973502110551989e-11,7.042992764088029e-10,6.830706371752427e-10,2.1228639233560104e-11,0.0014696833109005,0.6718518326330909,3.3153071342677506e-07,4.5453754325051935e-10,2.468785740276656e-09,0.0001456098030969,0.0132736063293724,238836.65733552648,319541.15361488133,264718.60269534314,2383.24961942186,39.0,11,178,5000,90,116,297840000.0,0.34,377339.84348328,216273.41074999998,99839.00528000001,2222682.7067669146
72703,0.0001462157545835,0.0290854075179699,4.270577925702231e-05,0.0289873359675874,5.53657711254622e-05,0.1558820033192138,0.1448421318008681,0.0110398715183458,0.3400158289132274,1.3331721254760896e-05,3.691664076701928e-05,0.0003420601081386,2.1828843010222387e-10,1.4858606484960946e-10,6.970236525261449e-11,7.069066932376482e-10,6.855519913889704e-10,2.135470184867788e-11,0.0014700271520039,0.6719227009769534,3.340605831576134e-07,4.548329197952419e-10,2.467876622690825e-09,0.0001456548584874,0.0132763449334731,240029.63147103396,321595.9232575917,266226.12761740806,4378.55870366933,39.0,11,178,5000,90,116,297840000.0,0.34,377339.84348328,216273.41074999998,99839.00528000001,2222682.7067669146
72704,0.0001465709635118,0.0292209861761806,4.282785451004442e-05,0.0291226982843533,5.546003731720836e-05,0.1563005615437618,0.1452163412624759,0.0110842202812859,0.3414398449376541,1.3376745964137991e-05,3.706024193265757e-05,0.000343327585205,2.1934067771065954e-10,1.4915806368306523e-10,7.018261402759439e-11,7.062351564839313e-10,6.849748596532038e-10,2.126029683072728e-11,0.001475167529632,0.6722982199548341,3.314984904337993e-07,4.5684807369817275e-10,2.480818180493053e-09,0.0001462543052477,0.0133312588363431,238079.44358693264,318591.0235268108,263845.1819313951,1648.4125062076173,40.0,11,178,5000,90,116,297840000.0,0.34,377339.84348328,216273.41074999998,99839.00528000001,2240511.278195486
72705,0.0001465463403732,0.0292204903117153,4.282610434871332e-05,0.0291222049373919,5.545926997476225e-05,0.156272806340242,0.1451887647184163,0.0110840416218256,0.3414295485255935,1.3374843028787316e-05,3.705886447931711e-05,0.000343309137307,2.193403512999308e-10,1.4915382344488228e-10,7.018652785504849e-11,7.05921003264174e-10,6.846758964607691e-10,2.1245106803405173e-11,0.0014751250963397,0.6722888231905978,3.31194119166507e-07,4.568112664150413e-10,2.4809218746348766e-09,0.0001462486578759,0.0133309250668456,237701.22193363492,318116.4930887054,263408.66540116747,1408.483135238043,40.0,11,178,5000,90,116,297840000.0,0.34,377339.84348328,216273.41074999998,99839.00528000001,2240511.278195486
72706,0.0001462395407502,0.0290857624131416,4.2707453289095024e-05,0.0289876885010731,5.536645877950402e-05,0.1559082337247134,0.1448682241404287,0.0110400095842847,0.3400239145156796,1.3333574843421744e-05,3.691790099192983e-05,0.0003420772673138,2.18288688905161e-10,1.4859018551279847e-10,6.969850339236259e-11,7.072128658047472e-10,6.85843363115299e-10,2.1369502689448232e-11,0.0014700662008967,0.67192989095337,3.343582283611615e-07,4.5486599665481653e-10,2.4677621696677142e-09,0.0001456598604243,0.0132766614864043,239705.144999618,321750.4797628158,265986.35137708293,4613.480809453324,39.0,11,178,5000,90,116,297840000.0,0.34,377339.84348328,216273.41074999998,99839.00528000001,2222682.7067669146
