,acidification - accumulated exceedance (AE)[mol H+-Eq],climate change - global warming potential (GWP100)[kg CO2-Eq],climate change: biogenic - global warming potential (GWP100)[kg CO2-Eq],climate change: fossil - global warming potential (GWP100)[kg CO2-Eq],climate change: land use and land use change - global warming potential (GWP100)[kg CO2-Eq],ecotoxicity: freshwater - comparative toxic unit for ecosystems (CTUe)[CTUe],"ecotoxicity: freshwater, inorganics - comparative toxic unit for ecosystems (CTUe)[CTUe]","ecotoxicity: freshwater, organics - comparative toxic unit for ecosystems (CTUe)[CTUe]","energy resources: non-renewable - abiotic depletion potential (ADP): fossil fuels[MJ, net calorific value]",eutrophication: freshwater - fraction of nutrients reaching freshwater end compartment (P)[kg P-Eq],eutrophication: marine - fraction of nutrients reaching marine end compartment (N)[kg N-Eq],eutrophication: terrestrial - accumulated exceedance (AE)[mol N-Eq],human toxicity: carcinogenic - comparative toxic unit for human (CTUh)[CTUh],"human toxicity: carcinogenic, inorganics - comparative toxic unit for human (CTUh)[CTUh]","human toxicity: carcinogenic, organics - comparative toxic unit for human (CTUh)[CTUh]",human toxicity: non-carcinogenic - comparative toxic unit for human (CTUh)[CTUh],"human toxicity: non-carcinogenic, inorganics - comparative toxic unit for human (CTUh)[CTUh]","human toxicity: non-carcinogenic, organics - comparative toxic unit for human (CTUh)[CTUh]",ionising radiation: human health - human exposure efficiency relative to u235[kBq U235-Eq],land use - soil quality index[dimensionless],material resources: metals/minerals - abiotic depletion potential (ADP): elements (ultimate reserves)[kg Sb-Eq],ozone depletion - ozone depletion potential (ODP)[kg CFC-11-Eq],particulate matter formation - impact on human health[disease incidence],photochemical oxidant formation: human health - tropospheric ozone concentration increase[kg NMVOC-Eq],water use - user deprivation potential (deprivation-weighted water consumption)[m3 world eq. deprived],dist_rotor_m,dist_nacelle_m,dist_tower_m,dist_to_grid_m,sea_depth_m,turbine_age,park_size,P_rated_kW,Hub_height_m,Diameter_m,Lifetime_production_kWh,Capacity_factors,Tower_mass_kg,Nacelle_mass_kg,Blade_mass_kg,Foundation_mass_kg
75490,0.0001604062067389,0.0316279842165854,3.7945149496650976e-05,0.0315325965012513,5.7442565837491327e-05,0.1686679760748244,0.1565086225784286,0.0121593534963956,0.3779573174393656,1.322509511865061e-05,4.138469464225115e-05,0.0003858227244593,2.3218701945403387e-10,1.5949702176069858e-10,7.268999769333541e-11,7.5063673651535e-10,7.279502212097922e-10,2.2686515305558068e-11,0.0018751758086871,0.690332428441328,3.551668791579961e-07,5.137850074098904e-10,2.639609959937573e-09,0.0001605216648358,0.0144167296000812,308559.4938020743,591281.286127889,599683.5507049273,5700.346905396997,44.0,4,102,7000,120,154,416976000.0,0.34,873664.53187944,332976.33466999995,184256.08432000002,2890772.9323308235
75491,0.0001604781065653,0.0316292117825155,3.795023044388369e-05,0.031533816840762,5.744471130963501e-05,0.1687479893594036,0.1565881754665712,0.0121598138928323,0.3779840792020521,1.3230678939919602e-05,4.1388591813655466e-05,0.0003858754177552,2.3218787223913863e-10,1.5950944690038706e-10,7.267842533875166e-11,7.515588572012712e-10,7.28827761115402e-10,2.273109608586977e-11,0.0018752962662828,0.6903565160686521,3.560620735966159e-07,5.138880831005275e-10,2.639281811591604e-09,0.0001605373500838,0.0144176937860991,308394.92468145536,591333.6236250625,600032.9012243975,6266.882626013789,44.0,4,102,7000,120,154,416976000.0,0.34,873664.53187944,332976.33466999995,184256.08432000002,2890772.9323308235
75492,0.000160097174134,0.0315299866543381,3.785401582832468e-05,0.0314347591474248,5.737349108493972e-05,0.1683064625725458,0.1561791997153174,0.0121272628572282,0.376916407444005,1.3188665135172612e-05,4.12790044498216e-05,0.0003848757206984,2.3143466176483463e-10,1.5907893441548088e-10,7.235572734935391e-11,7.504116188982103e-10,7.27691750600797e-10,2.2719868297413447e-11,0.001871408136987,0.6900424568817648,3.5631444267664815e-07,5.122620954306797e-10,2.630594113782514e-09,0.0001600806499982,0.0143767536473715,308197.29843922344,591436.0078654389,600390.5069571667,6833.281462525506,43.0,4,102,7000,120,154,416976000.0,0.34,873664.53187944,332976.33466999995,184256.08432000002,2872944.360902252
75493,0.0001601778891973,0.0315313591811532,3.785971897891633e-05,0.0314361235649674,5.737589720693025e-05,0.1683962598706835,0.1562684817124011,0.0121277781582823,0.3769463671951199,1.3194934242717646e-05,4.128337628663531e-05,0.0003849348448696,2.3143561658076974e-10,1.590928840291977e-10,7.234273255157222e-11,7.514469161716761e-10,7.286769956136051e-10,2.2769920558071144e-11,0.001871543276467,0.6900694134503343,3.573195536150045e-07,5.12377697908014e-10,2.630225094955541e-09,0.0001600982380706,0.0143778357845933,308025.75100217253,591501.4555227457,600749.8549109488,7469.389790357194,43.0,4,102,7000,120,154,416976000.0,0.34,873664.53187944,332976.33466999995,184256.08432000002,2872944.360902252
75494,0.0001602551901458,0.0315326700281672,3.786518040972167e-05,0.0314374266477689,5.737819998861167e-05,0.1684822419143422,0.1563539712594076,0.0121282706549345,0.3769750053614168,1.320093862511903e-05,4.128756114601454e-05,0.0003849914488649,2.3143652935937163e-10,1.591062443141634e-10,7.233028504520834e-11,7.524385008443126e-10,7.296206414415962e-10,2.281785940271663e-11,0.0018716726430605,0.6900951746882735,3.582822557102261e-07,5.124883381939427e-10,2.6298712679360555e-09,0.0001601150689548,0.0143788719777404,307877.07282675745,591553.6582329815,601076.7266237742,8078.665528658755,43.0,4,102,7000,120,154,416976000.0,0.34,873664.53187944,332976.33466999995,184256.08432000002,2872944.360902252
75495,0.0001604199094743,0.0315354610165607,3.787681777854643e-05,0.0314402010928159,5.738310596629065e-05,0.1686654489946404,0.1565361295191428,0.0121293194754975,0.3770359958670869,1.321373354650689e-05,4.129647730446889e-05,0.0003851120532705,2.3143847334892486e-10,1.5913471397710069e-10,7.230375937182435e-11,7.545515018576287e-10,7.316314880243241e-10,2.292001383330476e-11,0.0018719482726383,0.6901500343076791,3.603337282061599e-07,5.127240543448153e-10,2.629117042007202e-09,0.0001601509253024,0.0143810798772145,307566.87402574765,591674.8156246968,601756.7961626882,9377.007524251629,43.0,4,102,7000,120,154,416976000.0,0.34,873664.53187944,332976.33466999995,184256.08432000002,2872944.360902252
75496,0.0001614057147225,0.0317377319562691,3.808507184793269e-05,0.0316421146568547,5.753222756653911e-05,0.1697977005531591,0.1576018458029062,0.0121958547502527,0.3792546513240972,1.3315152953181498e-05,4.152778868704728e-05,0.0003872755523256,2.3294754916044565e-10,1.6003443902890042e-10,7.291311013154533e-11,7.597180897532544e-10,7.366367655292163e-10,2.308132422403844e-11,0.0018800996679821,0.6908531351355536,3.626172565628707e-07,5.162970167215806e-10,2.645470069064034e-09,0.000161113169091,0.0144659630959729,307418.3976569425,591737.6603337778,602082.921862663,10008.806577134885,45.0,4,102,7000,120,154,416976000.0,0.34,873664.53187944,332976.33466999995,184256.08432000002,2908601.5037593953
75497,0.0001595316090339,0.031520043884658,3.781401058402378e-05,0.0314248733831394,5.735649093460489e-05,0.1676757338754633,0.1555521722500487,0.0121235616254145,0.3767016003144731,1.3144778143386084e-05,4.124818659359925e-05,0.0003844597059542,2.3142782319390255e-10,1.5898125480993391e-10,7.244656838396879e-11,7.431644361761289e-10,7.207949472453171e-10,2.2369488930811785e-11,0.0018704561294278,0.6898486231877499,3.492811923420027e-07,5.114455730643565e-10,2.633142336858477e-09,0.0001599562220295,0.0143691557824636,311162.5832827505,589045.850238652,596622.0164263265,2382.7376634433576,43.0,4,102,7000,120,154,416976000.0,0.34,873664.53187944,332976.33466999995,184256.08432000002,2872944.360902252
75498,0.0001601802884363,0.0314382068545744,3.779053000648773e-05,0.0313431004128957,5.731591167215609e-05,0.1683791108460463,0.1562815603943646,0.0120975504516815,0.376014299412366,1.3182748720996443e-05,4.1194298856662046e-05,0.0003842135646125,2.3068673782166342e-10,1.587287091582443e-10,7.195802866341922e-11,7.552261934740506e-10,7.322293362322866e-10,2.2996857241764326e-11,0.0018682899787277,0.6898766001852038,3.6235838797246137e-07,5.112918278569933e-10,2.619733573146431e-09,0.0001597234391213,0.0143420138484993,309190.9020398882,589722.2108253462,600980.1983288781,11065.859565534212,42.0,4,102,7000,120,154,416976000.0,0.34,873664.53187944,332976.33466999995,184256.08432000002,2855115.789473681
75499,0.0001591066798895,0.0312340694525788,3.757602188796612e-05,0.031139329419316,5.716401137481118e-05,0.1671474271142779,0.1551170763479769,0.0120303507663009,0.3737574548387177,1.3074555806828974e-05,4.095801988875986e-05,0.000381983758602,2.29176453323406e-10,1.5781388334364574e-10,7.13625699797603e-11,7.489415070624608e-10,7.261600254498775e-10,2.278148161258354e-11,0.001859985733522,0.6891384972546852,3.589923724789023e-07,5.075856519543034e-10,2.603738998664251e-09,0.0001587406984167,0.0142559357972912,311296.2845908905,587715.5547234149,598751.3691135584,9749.688999198635,40.0,4,102,7000,120,154,416976000.0,0.34,873664.53187944,332976.33466999995,184256.08432000002,2819458.646616538
