Unnamed: 0,P_rated_kW,Hub_height_m,Diameter_m,Longitude,Latitude,ISO_code,Offshore,Commissioning_date,Lifetime_production_kWh,Capacity_factors,turbine_age,Cluster,park_size,Input,Assembly,Transport,Maintenance,Disposal,Total
41933,3075,140,112,8.38002,50.89026,DE,0,2013-09-09,91148769.347227,0.171538635477316,11,218,11,0.02974885544620179,0.00499589271976075,0.003999251119402603,3.9214492341586915e-06,-0.00011920829120304886,0.03862871244339625
41934,3050,99,101,13.4269,53.88399,DE,0,2013-06-13,100123134.182692,0.18997255271458,11,219,14,0.01965052353782328,0.0030823630772396754,0.0020456014613916833,3.5699568802849097e-06,-8.108895471465859e-05,0.024700969078620263
41935,2000,59,82,10.40588,54.35588,DE,0,2006-12-30,89566627.0124313,0.259162693901711,17,220,4,0.012042417868243026,0.001998784902909334,0.0009094710519891004,3.990719352438947e-06,-9.308210295345879e-05,0.01486158243954044
41936,3600,166,136,10.15358,51.61217,DE,0,2018-12-05,163316985.505787,0.262533734416454,5,221,12,0.0256787648894976,0.004452124999597085,0.0037864639265208742,2.188598268846477e-06,-9.297495302434815e-05,0.03382656746086006
41937,2000,125,90,10.03351,49.6057,DE,0,2014-12-10,84096000.0,0.24,9,222,4,0.01953847065436195,0.00350505838203524,0.0026005825889970596,4.250324293083982e-06,-6.0839928352306566e-05,0.025587522021335025
41938,3050,149,101,7.6149,52.20413,DE,0,2013-11-28,97328598.140638,0.184670230230415,11,223,39,0.024776846836216733,0.004083407372246705,0.003172740161458181,3.672458851556696e-06,-8.807140057653431e-05,0.03194859542819664
41939,3050,149,101,7.61968,52.12419,DE,0,2013-11-12,78833243.7530733,0.149577344704525,11,-1,100,0.03077262893463141,0.005029750305676624,0.003923593865665962,4.5340677959513236e-06,-0.00014573068810143274,0.039584776485668514
41940,2500,100,100,11.465,52.17639,DE,0,2010-12-16,105120000.0,0.24,13,224,43,0.017391915225438013,0.0027146132168518015,0.001957701729807365,3.4002594344671856e-06,-8.548477043090969e-05,0.021982145661100738
41941,3170,93,114,9.16714,54.58338,DE,0,2013-12-11,176445626.557658,0.322112736880875,10,225,100,0.012824328363047121,0.0019729936784555046,0.001333056662245605,2.025753081697322e-06,-4.763533978721375e-05,0.016084769117042715
41942,2000,125,90,10.04138,49.60282,DE,0,2014-12-10,84096000.0,0.24,9,222,4,0.019545045933341967,0.003505467075076546,0.002600754348463231,4.250324293083982e-06,-6.217071654602131e-05,0.025593346964628807
41943,3400,128,104,8.70924,53.12681,DE,0,2014-06-05,90832994.4108621,0.154604089070775,10,226,32,0.026260195354025778,0.004227688804233164,0.0030397052022764566,3.9350818947398625e-06,-6.45685047637676e-05,0.03346695593766637
41944,3050,149,101,8.12636,50.64861,DE,0,2014-03-16,128246400.0,0.24,10,227,22,0.018894967552209384,0.0031225950332693,0.0024849713884825516,2.7870978971042505e-06,-8.53283789113377e-05,0.024419992692947003
41945,2000,105,90,13.78996,52.60245,DE,0,2004-12-01,61625298.0623706,0.178313941152692,20,228,13,0.024420200786280235,0.0039746357044605956,0.0028271294855540404,5.8001386279614e-06,-8.996409147811359e-05,0.031137802023444718
41946,2400,139,117,8.92543,51.44582,DE,0,2013-11-19,114429729.680518,0.275920451583039,11,229,34,0.023629720384384826,0.004000352106376322,0.003385840024092619,3.123622442778915e-06,-6.733974206178875e-05,0.03095169639523476
41947,3300,119,112,7.23895,50.3892,DE,0,2016-03-17,138758400.0,0.24,8,-1,100,0.01828648197022068,0.002911876646742996,0.00228902534282213,2.575954117020595e-06,-7.855852891496787e-05,0.023411401384987856
41948,3300,94,112,7.24328,50.24686,DE,0,2016-03-29,138758400.0,0.24,8,214,7,0.016462655258381795,0.0026148917335271664,0.0018420239353188893,2.575954117020595e-06,-0.0001056256240237677,0.020816521257321103
41949,2530,120,120,13.49091,51.89262,DE,0,2017-03-13,86754515.1976112,0.198439364655639,7,230,100,0.03029375709896053,0.00495549998729998,0.0040393852736084505,4.120076873659166e-06,-0.00014100934865029453,0.03915175308809232
41950,2400,139,117,8.9304,51.44542,DE,0,2013-11-26,114429729.680518,0.275920451583039,11,229,34,0.023627239681039445,0.004000197915778801,0.0033858425991590917,3.123622442778915e-06,-6.68376659165526e-05,0.030949566152503563
41951,2300,127,82,8.86322,51.72088,DE,0,2019-02-01,96710400.0,0.24,5,231,79,0.015868165880732935,0.0025165827626999764,0.0018393406478564326,3.695934167899115e-06,-7.124601950832661e-05,0.020156539205948915
41952,2400,139,117,8.92314,51.45061,DE,0,2013-11-19,114429729.680518,0.275920451583039,11,229,34,0.023637893133278014,0.004000860091757799,0.003385508111430735,3.123622442778915e-06,-6.899384643823951e-05,0.030958391112471086
