Unnamed: 0,P_rated_kW,Hub_height_m,Diameter_m,Longitude,Latitude,ISO_code,Offshore,Commissioning_date,Lifetime_production_kWh,Capacity_factors,turbine_age,Cluster,park_size,Input,Assembly,Transport,Maintenance,Disposal,Total
37359,600,35,44,11.51576,55.732,DK,0,1999-09-21,35168787.7144857,0.339205128419036,25,2117,3,0.008116339505717279,0.0012905037225249701,0.0005139550407123381,2.0326846330501533e-06,-9.682984423932095e-05,0.009826001109348316
37360,660,40,47,11.63666,55.64562,DK,0,1999-10-18,23507117.8581785,0.206116002544354,25,2118,6,0.013931490977720798,0.0018977415394232603,0.0009376938616643244,6.690378655493344e-06,-0.00015247691562492337,0.016621139841838953
37361,660,40,47,11.63671,55.64681,DK,0,1999-11-22,23507117.8581785,0.206116002544354,25,2118,6,0.013932945538007196,0.0018978319490726473,0.0009377112632198649,6.690378655493344e-06,-0.00015277088810410178,0.0166224082408511
37362,660,40,47,11.63661,55.64442,DK,0,1999-11-29,23507117.8581785,0.206116002544354,25,2118,6,0.013930034864637604,0.0018976510332582347,0.0009376763387975021,6.690378655493344e-06,-0.0001521826293192725,0.016619869986029562
37363,2000,68,72,11.56756,55.76274,DK,0,2000-05-11,94196588.8323205,0.272559574167594,24,2116,16,0.01064830975581385,0.0012415561486534268,0.0007830582329703703,3.794567045176781e-06,-0.00012306922942437976,0.012553649475058444
37364,2000,68,72,11.57596,55.766,DK,0,2000-05-12,94196588.8323205,0.272559574167594,24,2116,16,0.010657067480331822,0.001242100493779928,0.0007831723989925123,3.794567045176781e-06,-0.00012483920074326426,0.012561295739406175
37365,2000,68,72,11.57573,55.76421,DK,0,2000-05-12,94196588.8323205,0.272559574167594,24,2116,16,0.010654429369261935,0.001241936519347858,0.0007831510035890173,3.794567045176781e-06,-0.0001243060278945233,0.012559005431349465
37366,660,50,47,11.45537,55.65495,DK,0,2000-06-15,40124990.8527126,0.351825466932455,24,2119,3,0.008551215075907089,0.001344620760774867,0.0006504112661656766,3.919540322085624e-06,-7.1741533968568e-05,0.01047842510920115
37367,660,50,47,11.45783,55.65396,DK,0,2000-06-30,40124990.8527126,0.351825466932455,24,2119,3,0.008551105848287603,0.0013446139716229333,0.0006504228009765632,3.919540322085624e-06,-7.171945862772776e-05,0.010478342702581458
37368,660,50,47,11.46028,55.65299,DK,0,2000-06-29,40124990.8527126,0.351825466932455,24,2119,3,0.008551039770861754,0.0013446098645144419,0.0006504344462935853,3.919540322085624e-06,-7.170610411442497e-05,0.010478297517877442
37369,900,49,52,11.5171,55.64644,DK,0,2000-10-18,49127687.5303984,0.315893052535998,24,2120,3,0.008945598242509711,0.0013610985792498385,0.0006235942132688674,7.2756380305916664e-06,-8.461223269548098e-05,0.010852954440363528
