turbine_idx,P_rated_kW,Longitude,Latitude,Method,Unit,Input,Assembly,Maintenance,Transport,Disposal,Total
20980,3000,4.27098,51.27625,"EF v3.1 - ecotoxicity: freshwater, organics - comparative toxic unit for ecosystems (CTUe)",CTUe,0.008580199638581885,0.0005009130735585481,3.491766032527191e-06,0.0007837801828182718,-5.837140491058882e-06,0.009862547520500173
20980,3000,4.27098,51.27625,EF v3.1 - energy resources: non-renewable - abiotic depletion potential (ADP): fossil fuels,"MJ, net calorific value",0.20808687835093906,0.048419430475064425,3.66909504820884e-05,0.03280356768784351,-0.0001924492106989829,0.2891541182536301
20980,3000,4.27098,51.27625,EF v3.1 - eutrophication: freshwater - fraction of nutrients reaching freshwater end compartment (P),kg P-Eq,7.285969741748562e-06,8.4645982463628e-07,3.661873185620836e-10,2.0586574386714645e-07,-2.0402669598649716e-09,8.336621230610685e-06
20980,3000,4.27098,51.27625,EF v3.1 - eutrophication: marine - fraction of nutrients reaching marine end compartment (N),kg N-Eq,2.2944984945124043e-05,2.3073092963372087e-06,2.5004434817178654e-09,6.443976551611628e-06,-2.7993196419117862e-08,3.167077804013548e-05
20980,3000,4.27098,51.27625,EF v3.1 - eutrophication: terrestrial - accumulated exceedance (AE),mol N-Eq,0.00020605757049292636,2.3735775800115954e-05,2.6123382491860337e-08,6.950576604872453e-05,-2.6776988452325177e-07,0.00029905746583973547
20980,3000,4.27098,51.27625,EF v3.1 - human toxicity: carcinogenic - comparative toxic unit for human (CTUh),CTUh,1.3538526457648199e-10,9.552231868915744e-12,2.4917765345136415e-15,1.1791637047768601e-12,-7.723046378618628e-13,1.4534684728884725e-10
20980,3000,4.27098,51.27625,"EF v3.1 - human toxicity: carcinogenic, inorganics - comparative toxic unit for human (CTUh)",CTUh,1.0460942797986672e-10,6.550611533447317e-12,1.1532198442924916e-15,5.815386609600533e-13,-5.160768588396341e-15,1.1173757062552998e-10
20980,3000,4.27098,51.27625,"EF v3.1 - human toxicity: carcinogenic, organics - comparative toxic unit for human (CTUh)",CTUh,3.0775836596615283e-11,3.001620335468426e-12,1.3385566902211499e-15,5.976250438168069e-13,-7.671438692734667e-13,3.3609276663317273e-11
20980,3000,4.27098,51.27625,EF v3.1 - human toxicity: non-carcinogenic - comparative toxic unit for human (CTUh),CTUh,5.611608816150012e-10,2.8108011510739405e-11,3.1058115178245735e-14,1.6123561082469315e-11,-1.5000242505760528e-13,6.052735098983306e-10
20980,3000,4.27098,51.27625,"EF v3.1 - human toxicity: non-carcinogenic, inorganics - comparative toxic unit for human (CTUh)",CTUh,5.424572533513006e-10,2.701892820538689e-11,2.4162807833152366e-14,1.5222635378567113e-11,-1.4111775498215977e-13,5.845818619881056e-10
20980,3000,4.27098,51.27625,"EF v3.1 - human toxicity: non-carcinogenic, organics - comparative toxic unit for human (CTUh)",CTUh,1.870362826370079e-11,1.0890833053525106e-12,6.8953073450933665e-15,9.009257039022044e-13,-8.884670075445512e-15,2.069164791022515e-11
20980,3000,4.27098,51.27625,EF v3.1 - ionising radiation: human health - human exposure efficiency relative to u235,kBq U235-Eq,0.0009521492655511082,0.0011475632034734697,5.854176864423626e-08,7.092793813163117e-05,-2.161255358054061e-07,0.002170482823389048
20980,3000,4.27098,51.27625,EF v3.1 - land use - soil quality index,dimensionless,0.8004483020148664,0.013672028683983057,1.3127206653661338e-05,0.02701217116486926,-0.00032861758298793556,0.8408170114873844
20980,3000,4.27098,51.27625,EF v3.1 - material resources: metals/minerals - abiotic depletion potential (ADP): elements (ultimate reserves),kg Sb-Eq,3.478374128641446e-07,1.7725933672585027e-08,2.7640413274154888e-11,4.692928774387852e-09,-1.8964475395726824e-11,3.702649512489959e-07
20980,3000,4.27098,51.27625,EF v3.1 - ozone depletion - ozone depletion potential (ODP),kg CFC-11-Eq,2.3229642248718015e-10,4.8418260572012625e-11,6.09794114784614e-14,4.910781224738533e-11,-2.6289909913396695e-13,3.296205756189226e-10
