,acidification - accumulated exceedance (AE)[mol H+-Eq],climate change - global warming potential (GWP100)[kg CO2-Eq],climate change: biogenic - global warming potential (GWP100)[kg CO2-Eq],climate change: fossil - global warming potential (GWP100)[kg CO2-Eq],climate change: land use and land use change - global warming potential (GWP100)[kg CO2-Eq],ecotoxicity: freshwater - comparative toxic unit for ecosystems (CTUe)[CTUe],"ecotoxicity: freshwater, inorganics - comparative toxic unit for ecosystems (CTUe)[CTUe]","ecotoxicity: freshwater, organics - comparative toxic unit for ecosystems (CTUe)[CTUe]","energy resources: non-renewable - abiotic depletion potential (ADP): fossil fuels[MJ, net calorific value]",eutrophication: freshwater - fraction of nutrients reaching freshwater end compartment (P)[kg P-Eq],eutrophication: marine - fraction of nutrients reaching marine end compartment (N)[kg N-Eq],eutrophication: terrestrial - accumulated exceedance (AE)[mol N-Eq],human toxicity: carcinogenic - comparative toxic unit for human (CTUh)[CTUh],"human toxicity: carcinogenic, inorganics - comparative toxic unit for human (CTUh)[CTUh]","human toxicity: carcinogenic, organics - comparative toxic unit for human (CTUh)[CTUh]",human toxicity: non-carcinogenic - comparative toxic unit for human (CTUh)[CTUh],"human toxicity: non-carcinogenic, inorganics - comparative toxic unit for human (CTUh)[CTUh]","human toxicity: non-carcinogenic, organics - comparative toxic unit for human (CTUh)[CTUh]",ionising radiation: human health - human exposure efficiency relative to u235[kBq U235-Eq],land use - soil quality index[dimensionless],material resources: metals/minerals - abiotic depletion potential (ADP): elements (ultimate reserves)[kg Sb-Eq],ozone depletion - ozone depletion potential (ODP)[kg CFC-11-Eq],particulate matter formation - impact on human health[disease incidence],photochemical oxidant formation: human health - tropospheric ozone concentration increase[kg NMVOC-Eq],water use - user deprivation potential (deprivation-weighted water consumption)[m3 world eq. deprived],dist_rotor_m,dist_nacelle_m,dist_tower_m,dist_to_grid_m,sea_depth_m,turbine_age,park_size,P_rated_kW,Hub_height_m,Diameter_m,Lifetime_production_kWh,Capacity_factors,Tower_mass_kg,Nacelle_mass_kg,Blade_mass_kg,Foundation_mass_kg,Aluminium,Cast iron,Copper,HDPE,Lead,Steel (low-alloy),Lubricating oil,PVC,Tin,Steel (chromium),Rubber,Fiberglass,Epoxy resin,Grout (cement),PP
73381,7.517194176651804e-05,0.0126675329757187,2.1380757572938516e-05,0.0126029959945509,4.31562235948313e-05,0.0723055642686009,0.0666767517357589,0.0056288125328419,0.1604479640400483,4.992028380451697e-06,1.8811943429279387e-05,0.000174373660907,8.93326979646013e-11,7.216851175855177e-11,1.7164186206049606e-11,3.9881270320221677e-10,3.8495928841976597e-10,1.385341478245092e-11,0.0007827466233013,0.6211511935802426,2.611555095194429e-07,1.7173727806377515e-10,1.0799202581815136e-09,6.903774762511116e-05,0.0068015877978949,65584.00967319621,280105.41471665923,105731.23252103504,8843.698947884417,12.0,15,140,2300,68,93,137006400.0,0.34,188234.454097224,86092.7685707,61142.066940000004,234050.3035478681,890.7072867300936,28895.856904823166,2334.94572310125,733.4399838350944,0.49999493162765707,229578.45435612046,1155.966326351734,515.6699658233888,0.49999493162765707,55327.83797738704,119.5819550405887,46681.97584836466,905.1244880858455,52049.20366213376,64.51531921391383
73382,7.497834398306554e-05,0.0126641405321246,2.136706491639152e-05,0.0125996230581373,4.315040907088316e-05,0.0720897121944953,0.066462163551156,0.0056275486433392,0.1603745994141149,4.977004121198024e-06,1.880140048221292e-05,0.0001742313144097,8.933036209529045e-11,7.213507300538154e-11,1.719528908990903e-11,3.963316901857473e-10,3.8259822458629007e-10,1.3733465599457484e-11,0.0007824209158787,0.6210850107060193,2.587476452865252e-07,1.7145799622464654e-10,1.0807938086695463e-09,6.89951952439165e-05,0.0067989875063957,64611.36569953216,279135.6029562955,104457.99643404134,8156.547248445916,12.0,15,140,2300,68,93,137006400.0,0.34,188234.454097224,86092.7685707,61142.066940000004,234050.3035478681,890.7072867300936,28895.856904823166,2290.96801673597,689.6622075301068,0.49999493162765707,229578.45435612046,1155.966326351734,484.08594979650957,0.49999493162765707,55327.83797738704,119.5819550405887,46681.97584836466,905.1244880858455,52049.20366213376,60.5173346954808
73383,7.55741317918826e-05,0.0127030463430392,2.1421408592169813e-05,0.012638446795041,4.317813940609198e-05,0.0727375142968799,0.0671012757606429,0.0056362385362369,0.1607807970808546,5.02396003444142e-06,1.885460924178827e-05,0.0001748600630249,8.944149029386719e-11,7.228288468074944e-11,1.7158605613117868e-11,4.031141209574451e-10,3.8906201712899186e-10,1.4052103828453475e-11,0.0007843432886319,0.6213165195010708,2.65085677188783e-07,1.7247989447160977e-10,1.079899539923174e-09,6.92023548525619e-05,0.0068127560332645,66883.400780067,281535.0199316181,107479.91225177769,9926.652995651606,13.0,15,140,2300,68,93,137006400.0,0.34,188234.454097224,86092.7685707,61142.066940000004,242235.92882112094,890.7072867300936,28895.856904823166,2404.2547783778564,802.4339484727032,0.49999493162765707,230372.26911364755,1155.966326351734,565.4465115686763,0.49999493162765707,55327.83797738704,119.5819550405887,46681.97584836466,905.1244880858455,54634.90682923154,70.81616009182405
73384,7.518556170916877e-05,0.012667842733485,2.1381730406226045e-05,0.0126033043397165,4.315666336230995e-05,0.0723210828481512,0.0666921616248175,0.0056289212233337,0.1604541912602541,4.993076578517174e-06,1.881272547364642e-05,0.0001743840542324,8.933289466791547e-11,7.2170850167426e-11,1.7162044500489568e-11,3.989857014810515e-10,3.8512392089144784e-10,1.3861780589603895e-11,0.0007827706497998,0.6211569307644698,2.6132283347556466e-07,1.717583461868961e-10,1.0798669841015772e-09,6.904100101206832e-05,0.0068017740960771,65739.32339839794,280641.5318865683,106116.36319636472,8891.388830282263,12.0,15,140,2300,68,93,137006400.0,0.34,188234.454097224,86092.7685707,61142.066940000004,234050.3035478681,890.7072867300936,28895.856904823166,2337.9978754082313,736.4782605436145,0.49999493162765707,229578.45435612046,1155.966326351734,517.8619679841989,0.49999493162765707,55327.83797738704,119.5819550405887,46681.97584836466,905.1244880858455,52049.20366213376,64.79278838363031
73385,7.562014652126288e-05,0.0127038835845811,2.1424667236642382e-05,0.0126392793825762,4.3179534768189096e-05,0.0727889632978042,0.0671524157581205,0.0056365475396836,0.1607986980935646,5.027527211546056e-06,1.8857132650944244e-05,0.000174894061067,8.944205956621933e-11,7.229082635688018e-11,1.7151233209339252e-11,4.0370314130322496e-10,3.896225593726459e-10,1.4080581930579234e-11,0.0007844211872446,0.6213327201559151,2.6565708167390895e-07,1.7254689239170763e-10,1.0796954708176784e-09,6.921258175812232e-05,0.0068133755386486,67081.71754762866,282064.1573797238,107890.50591739296,10089.69291493502,13.0,15,140,2300,68,93,137006400.0,0.34,188234.454097224,86092.7685707,61142.066940000004,242235.92882112094,890.7072867300936,28895.856904823166,2414.689332642837,812.8210654965056,0.49999493162765707,230372.26911364755,1155.966326351734,572.9404251075299,0.49999493162765707,55327.83797738704,119.5819550405887,46681.97584836466,905.1244880858455,54634.90682923154,71.76475859447534
73386,7.496275220602478e-05,0.0126639740293066,2.1365976457819417e-05,0.0125994580659717,4.3149986877142895e-05,0.0720728279847446,0.0664453514501215,0.005627476534623,0.1603702907973677,4.975780926589125e-06,1.8800611921761563e-05,0.0001742204191512,8.933022256146761e-11,7.213235883633072e-11,1.7197863725137e-11,3.961295573379987e-10,3.8240586139857825e-10,1.372369593942072e-11,0.0007823963541706,0.6210813033208116,2.585506108018813e-07,1.7143763543112583e-10,1.0808764428898144e-09,6.899215810412944e-05,0.0067987831350204,64726.38726304927,279676.1726724827,104816.9113845092,8100.226796645396,12.0,15,140,2300,68,93,137006400.0,0.34,188234.454097224,86092.7685707,61142.066940000004,234050.3035478681,890.7072867300936,28895.856904823166,2287.3635080173467,686.0740855152245,0.49999493162765707,229578.45435612046,1155.966326351734,481.49725496571415,0.49999493162765707,55327.83797738704,119.5819550405887,46681.97584836466,905.1244880858455,52049.20366213376,60.18965116569599
73387,7.53059311222602e-05,0.012698525988507,2.14024635181579e-05,0.0126339533632636,4.3170161725230926e-05,0.0724393238200331,0.0668047863245761,0.0056345374954569,0.1606818506175441,5.003124014467387e-06,1.88401053216736e-05,0.0001746638195273,8.943833596829479e-11,7.223652481956552e-11,1.720181114872936e-11,3.9967315101039367e-10,3.8578740251266344e-10,1.3885748497730476e-11,0.000783894876473,0.6212275606582938,2.617447113226591e-07,1.7209657442390042e-10,1.0811303552803216e-09,6.914406026441581e-05,0.0068091622047833,65899.89509275011,281177.41545675293,106503.6836564676,8973.061366048525,13.0,15,140,2300,68,93,137006400.0,0.34,188234.454097224,86092.7685707,61142.066940000004,242235.92882112094,890.7072867300936,28895.856904823166,2343.2249174121607,741.6815395342045,0.49999493162765707,230372.26911364755,1155.966326351734,521.6159377127252,0.49999493162765707,55327.83797738704,119.5819550405887,46681.97584836466,905.1244880858455,54634.90682923154,65.26797535303096
73388,7.488392249062394e-05,0.0126911711523414,2.137262134352677e-05,0.0126266410265844,4.315750441346421e-05,0.0719689925700665,0.0663371989789781,0.0056317935910884,0.1605225298178537,4.9703688562069255e-06,1.881714631749705e-05,0.0001743537432542,8.943326244202953e-11,7.216362637187392e-11,1.726963607015571e-11,3.9426411390273336e-10,3.8063987428947636e-10,1.3624239613257197e-11,0.0007831855196234,0.6210839033738361,2.564948277034533e-07,1.714885905850651e-10,1.0830391527357296e-09,6.905145012461712e-05,0.0068034959294694,63929.9628714242,279192.3759224966,103923.6822464574,7474.825367676653,13.0,15,140,2300,68,93,137006400.0,0.34,188234.454097224,86092.7685707,61142.066940000004,242235.92882112094,890.7072867300936,28895.856904823166,2247.337818746567,646.230359769388,0.49999493162765707,230372.26911364755,1155.966326351734,452.7515081794912,0.49999493162765707,55327.83797738704,119.5819550405887,46681.97584836466,905.1244880858455,54634.90682923154,56.55094193618226
73389,7.495749209168059e-05,0.012663974506825,2.1365616844968316e-05,0.0125994590210689,4.314986891113723e-05,0.072067397202005,0.0664399292379866,0.0056274679640184,0.1603696865605128,4.975361263903425e-06,1.8800378025355373e-05,0.0001742170454767,8.933020128187173e-11,7.213143196346321e-11,1.719876931840863e-11,3.960601334925889e-10,3.8233979152264185e-10,1.3720341969947358e-11,0.0007823889543265,0.6210809140403147,2.584824860936872e-07,1.7143189804930994e-10,1.0809108402333511e-09,6.899134046026412e-05,0.0067987168671991,64845.97809188555,280215.5344325186,105176.99715639044,8080.706379630684,12.0,15,140,2300,68,93,137006400.0,0.34,188234.454097224,86092.7685707,61142.066940000004,234050.3035478681,890.7072867300936,28895.856904823166,2286.114201396549,684.8304584527458,0.49999493162765707,229578.45435612046,1155.966326351734,480.6000249008715,0.49999493162765707,55327.83797738704,119.5819550405887,46681.97584836466,905.1244880858455,52049.20366213376,60.07607751801102
73390,7.533790314673391e-05,0.0126991325751533,2.140473102636077e-05,0.0126345567021399,4.317114198705413e-05,0.0724751881081996,0.0668404289979218,0.0056347591102777,0.1606946612459048,5.00559949485363e-06,1.88418727393004e-05,0.0001746875745917,8.943874282733561e-11,7.224203794986535e-11,1.719670487747036e-11,4.0008187480284564e-10,3.8617636456620647e-10,1.3905510236639416e-11,0.0007839493909885,0.6212391951595809,2.62141010592838e-07,1.7214362248675926e-10,1.080991423881916e-09,6.915125694414486e-05,0.0068095938261586,66064.00801630759,281712.8426451634,106891.68973880974,9086.116927734798,13.0,15,140,2300,68,93,137006400.0,0.34,188234.454097224,86092.7685707,61142.066940000004,242235.92882112094,890.7072867300936,28895.856904823166,2350.4604729654156,748.884201033231,0.49999493162765707,230372.26911364755,1155.966326351734,526.8123865829599,0.49999493162765707,55327.83797738704,119.5819550405887,46681.97584836466,905.1244880858455,54634.90682923154,65.92575497536735
